asset,metric,phase,feature,importance
bitcoin,volume,phase3,scores__disgust,0.13232422
bitcoin,volume,phase3,scores__fear,-2.9348145
bitcoin,volume,phase3,scores__joy,9.429443
bitcoin,volume,phase3,scores__neutral,0.099609375
bitcoin,volume,phase3,scores__sadness,-0.37036133
bitcoin,volume,phase3,scores__surprise,2.9838867
bitcoin,volume,phase3,scores__news_social_concern,1.2282715
bitcoin,volume,phase3,binary__no_tweets,0.0
bitcoin,volume,phase4,scores__Extroversion,-58.717773
bitcoin,volume,phase4,scores__Neuroticism,-140.56128
bitcoin,volume,phase4,scores__Agreeableness,-291.50732
bitcoin,volume,phase4,scores__Conscientiousness,-391.8186
bitcoin,volume,phase4,scores__Openness,-6.727051
bitcoin,volume,phase4,scores__arts_culture,1.7807617
bitcoin,volume,phase4,scores__business_entrepreneurs,115.05591
bitcoin,volume,phase4,scores__celebrity_pop_culture,-58.77466
bitcoin,volume,phase4,scores__diaries_daily_life,-27.415771
bitcoin,volume,phase4,scores__family,-8.354736
bitcoin,volume,phase4,scores__fashion_style,40.833984
bitcoin,volume,phase4,scores__film_tv_video,-301.2854
bitcoin,volume,phase4,scores__fitness_&_health,-346.43848
bitcoin,volume,phase4,scores__food_&_dining,66.70874
bitcoin,volume,phase4,scores__gaming,13.897949
bitcoin,volume,phase4,scores__learning_educational,66.6228
bitcoin,volume,phase4,scores__music,-3.149414
bitcoin,volume,phase4,scores__other_hobbies,33.550293
bitcoin,volume,phase4,scores__relationships,-108.549805
bitcoin,volume,phase4,scores__science_technology,-43.036865
bitcoin,volume,phase4,scores__sports,156.23535
bitcoin,volume,phase4,scores__travel_adventure,135.35669
bitcoin,volume,phase4,scores__youth_student_life,-109.138916
bitcoin,volume,phase4,counts__tweet_count,-3.3781738
bitcoin,volume,phase4,counts__nlp_tweet_count,1.9465332
bitcoin,volume,phase4,counts__tesla,40.166504
bitcoin,volume,phase4,counts__stock,55.53418
bitcoin,volume,phase4,counts__market,1.5180664
bitcoin,volume,phase4,counts__price,-1.1005859
bitcoin,volume,phase4,counts__profit,11.260254
bitcoin,volume,phase4,counts__loss,-4.520752
bitcoin,volume,phase4,counts__revenue,14.645264
bitcoin,volume,phase4,counts__inflation,3.9042969
bitcoin,volume,phase4,counts__interest,0.68408203
bitcoin,volume,phase4,counts__bitcoin,0.0
bitcoin,volume,phase4,counts__dogecoin,0.0
bitcoin,volume,phase4,counts__crypto,0.0
bitcoin,volume,phase4,counts__ethereum,0.0
bitcoin,volume,phase4,counts__spacex,29.377686
bitcoin,volume,phase4,counts__model,-15.984863
bitcoin,volume,phase4,counts__cybertruck,-0.8901367
bitcoin,volume,phase4,counts__starship,1.8515625
bitcoin,volume,phase4,counts__buy,2.5549316
bitcoin,volume,phase4,counts__sell,-22.10669
bitcoin,volume,phase4,counts__likeCount,0.010498047
bitcoin,volume,phase4,counts__quoteCount,-6.9714355
bitcoin,volume,phase4,counts__retweetCount,7.651123
bitcoin,volume,phase4,counts__replyCount,1.6530762
bitcoin,volume,phase4,scores__neg,13.209717
bitcoin,volume,phase4,scores__neu,11.762695
bitcoin,volume,phase4,scores__pos,-45.722168
bitcoin,volume,phase4,scores__anger,-14.015381
bitcoin,volume,phase4,scores__disgust,-116.06323
bitcoin,volume,phase4,scores__fear,-14.75415
bitcoin,volume,phase4,scores__joy,-31.00879
bitcoin,volume,phase4,scores__neutral,-67.911865
bitcoin,volume,phase4,scores__sadness,-0.47924805
bitcoin,volume,phase4,scores__surprise,4.053711
bitcoin,volume,phase4,scores__news_social_concern,29.382812
bitcoin,volume,phase4,binary__no_tweets,0.0
nasdaq,stockprice,full,scores__Extroversion,0.00021529198
nasdaq,stockprice,full,scores__Neuroticism,-2.1457672e-05
nasdaq,stockprice,full,scores__Agreeableness,0.00045728683
nasdaq,stockprice,full,scores__Conscientiousness,-0.00033473969
nasdaq,stockprice,full,scores__Openness,0.00021922588
nasdaq,stockprice,full,scores__arts_culture,-0.00077342987
nasdaq,stockprice,full,scores__business_entrepreneurs,-0.001175642
nasdaq,stockprice,full,scores__celebrity_pop_culture,0.0029587746
nasdaq,stockprice,full,scores__diaries_daily_life,-0.0006881952
nasdaq,stockprice,full,scores__family,-0.0017402172
nasdaq,stockprice,full,scores__fashion_style,-0.0023143291
nasdaq,stockprice,full,scores__film_tv_video,0.0012757778
nasdaq,stockprice,full,scores__fitness_&_health,-0.0015707016
nasdaq,stockprice,full,scores__food_&_dining,-0.00025188923
nasdaq,stockprice,full,scores__gaming,-0.00047266483
nasdaq,stockprice,full,scores__learning_educational,0.0021407604
nasdaq,stockprice,full,scores__music,-0.00052273273
nasdaq,stockprice,full,scores__other_hobbies,0.0010968447
nasdaq,stockprice,full,scores__relationships,0.00016331673
nasdaq,stockprice,full,scores__science_technology,-0.00055527687
nasdaq,stockprice,full,scores__sports,0.0013780594
nasdaq,stockprice,full,scores__travel_adventure,0.0011339188
nasdaq,stockprice,full,scores__youth_student_life,-0.0029900074
nasdaq,stockprice,full,counts__tweet_count,-0.00046384335
nasdaq,stockprice,full,counts__nlp_tweet_count,0.0003976822
nasdaq,stockprice,full,counts__tesla,-7.998943e-05
nasdaq,stockprice,full,counts__stock,0.001439333
nasdaq,stockprice,full,counts__market,0.00023543835
nasdaq,stockprice,full,counts__price,-7.557869e-05
nasdaq,stockprice,full,counts__profit,0.00022780895
nasdaq,stockprice,full,counts__loss,-0.00026106834
nasdaq,stockprice,full,counts__revenue,0.00033843517
nasdaq,stockprice,full,counts__inflation,0.0020420551
nasdaq,stockprice,full,counts__interest,0.0034579039
nasdaq,stockprice,full,counts__bitcoin,-3.7312508e-05
nasdaq,stockprice,full,counts__dogecoin,-0.00069856644
nasdaq,stockprice,full,counts__crypto,1.1920929e-06
nasdaq,stockprice,full,counts__ethereum,0.0
nasdaq,stockprice,full,counts__spacex,-0.0005055666
nasdaq,stockprice,full,counts__model,0.00018846989
nasdaq,stockprice,full,counts__cybertruck,0.00073730946
nasdaq,stockprice,full,counts__starship,0.00075519085
nasdaq,stockprice,full,counts__buy,-0.0011601448
nasdaq,stockprice,full,counts__sell,-0.0014097691
nasdaq,stockprice,full,counts__likeCount,0.019650936
nasdaq,stockprice,full,counts__quoteCount,0.005022049
nasdaq,stockprice,full,counts__retweetCount,-0.0021574497
nasdaq,stockprice,full,counts__replyCount,-0.01093924
nasdaq,stockprice,full,scores__neg,0.0013999939
nasdaq,stockprice,full,scores__neu,-0.002220869
nasdaq,stockprice,full,scores__pos,-1.847744e-05
nasdaq,stockprice,full,scores__anger,0.006192565
nasdaq,stockprice,full,scores__disgust,-0.0037162304
nasdaq,stockprice,full,scores__fear,-0.0033488274
nasdaq,stockprice,full,scores__joy,-0.001038909
nasdaq,stockprice,full,scores__neutral,0.00180614
nasdaq,stockprice,full,scores__sadness,-0.0054278374
nasdaq,stockprice,full,scores__surprise,0.005704403
nasdaq,stockprice,full,scores__news_social_concern,0.0077519417
nasdaq,stockprice,full,binary__no_tweets,0.00011372566
nasdaq,stockprice,phase1,scores__Extroversion,-0.0046942234
nasdaq,stockprice,phase1,scores__Neuroticism,0.0023539066
nasdaq,stockprice,phase1,scores__Agreeableness,-0.0009442568
nasdaq,stockprice,phase1,scores__Conscientiousness,-1.1980534e-05
nasdaq,stockprice,phase1,scores__Openness,0.00089377165
nasdaq,stockprice,phase1,scores__arts_culture,-0.0008896589
nasdaq,stockprice,phase1,scores__business_entrepreneurs,0.0068765283
nasdaq,stockprice,phase1,scores__celebrity_pop_culture,-0.00029021502
nasdaq,stockprice,phase1,scores__diaries_daily_life,-0.00011318922
nasdaq,stockprice,phase1,scores__family,-0.0039892197
nasdaq,stockprice,phase1,scores__fashion_style,0.0019614697
nasdaq,stockprice,phase1,scores__film_tv_video,0.0004748702
nasdaq,stockprice,phase1,scores__fitness_&_health,-0.01632917
nasdaq,stockprice,phase1,scores__food_&_dining,0.0011029243
nasdaq,stockprice,phase1,scores__gaming,0.0026474
nasdaq,stockprice,phase1,scores__learning_educational,-0.0033359528
nasdaq,stockprice,phase1,scores__music,-0.0019770265
nasdaq,stockprice,phase1,scores__other_hobbies,0.0012075305
nasdaq,stockprice,phase1,scores__relationships,0.0012052655
nasdaq,stockprice,phase1,scores__science_technology,0.003540516
nasdaq,stockprice,phase1,scores__sports,-0.0021429658
nasdaq,stockprice,phase1,scores__travel_adventure,0.00063580275
nasdaq,stockprice,phase1,scores__youth_student_life,-0.0022850037
nasdaq,stockprice,phase1,counts__tweet_count,-0.002168119
nasdaq,stockprice,phase1,counts__nlp_tweet_count,-0.0032933354
nasdaq,stockprice,phase1,counts__tesla,0.0029751062
nasdaq,stockprice,phase1,counts__stock,0.0
nasdaq,stockprice,phase1,counts__market,0.0
nasdaq,stockprice,phase1,counts__price,-0.0006914735
nasdaq,stockprice,phase1,counts__profit,0.0
nasdaq,stockprice,phase1,counts__loss,0.0
nasdaq,stockprice,phase1,counts__revenue,0.0
nasdaq,stockprice,phase1,counts__inflation,0.0
nasdaq,stockprice,phase1,counts__interest,0.0
nasdaq,stockprice,phase1,counts__bitcoin,0.0
nasdaq,stockprice,phase1,counts__dogecoin,0.0
nasdaq,stockprice,phase1,counts__crypto,0.0
nasdaq,stockprice,phase1,counts__ethereum,0.0
nasdaq,stockprice,phase1,counts__spacex,0.0030263662
nasdaq,stockprice,phase1,counts__model,0.0010685325
nasdaq,stockprice,phase1,counts__cybertruck,0.0
nasdaq,stockprice,phase1,counts__starship,0.0
nasdaq,stockprice,phase1,counts__buy,0.0028356314
nasdaq,stockprice,phase1,counts__sell,0.0037782192
nasdaq,stockprice,phase1,counts__likeCount,-0.00592649
nasdaq,stockprice,phase1,counts__quoteCount,-0.002726972
nasdaq,stockprice,phase1,counts__retweetCount,-0.005688727
nasdaq,stockprice,phase1,counts__replyCount,-0.014622211
nasdaq,stockprice,phase1,scores__neg,0.0058440566
nasdaq,stockprice,phase1,scores__neu,0.0448398
nasdaq,stockprice,phase1,scores__pos,-0.0022695065
nasdaq,stockprice,phase1,scores__anger,-0.020687163
nasdaq,stockprice,phase1,scores__disgust,-0.004375398
nasdaq,stockprice,phase1,scores__fear,-0.0017908812
nasdaq,stockprice,phase1,scores__joy,0.0036882162
nasdaq,stockprice,phase1,scores__neutral,-0.0076482296
nasdaq,stockprice,phase1,scores__sadness,-0.0013138056
nasdaq,stockprice,phase1,scores__surprise,0.00582844
nasdaq,stockprice,phase1,scores__news_social_concern,0.03373593
nasdaq,stockprice,phase1,binary__no_tweets,0.011899531
nasdaq,stockprice,phase2,scores__Extroversion,-0.009101391
nasdaq,stockprice,phase2,scores__Neuroticism,-0.0007343292
nasdaq,stockprice,phase2,scores__Agreeableness,0.0025539398
nasdaq,stockprice,phase2,scores__Conscientiousness,-0.004425049
nasdaq,stockprice,phase2,scores__Openness,-0.0027003288
nasdaq,stockprice,phase2,scores__arts_culture,-0.006614208
nasdaq,stockprice,phase2,scores__business_entrepreneurs,-0.0009098053
nasdaq,stockprice,phase2,scores__celebrity_pop_culture,-0.005625725
nasdaq,stockprice,phase2,scores__diaries_daily_life,-0.0007214546
nasdaq,stockprice,phase2,scores__family,0.004445076
nasdaq,stockprice,phase2,scores__fashion_style,0.0001244545
nasdaq,stockprice,phase2,scores__film_tv_video,-0.003361702
nasdaq,stockprice,phase2,scores__fitness_&_health,0.018664837
nasdaq,stockprice,phase2,scores__food_&_dining,-0.002538681
nasdaq,stockprice,phase2,scores__gaming,-0.00071287155
nasdaq,stockprice,phase2,scores__learning_educational,-0.010698795
nasdaq,stockprice,phase2,scores__music,0.0050172806
nasdaq,stockprice,phase2,scores__other_hobbies,0.00082826614
nasdaq,stockprice,phase2,scores__relationships,0.007630825
nasdaq,stockprice,phase2,scores__science_technology,0.0023732185
nasdaq,stockprice,phase2,scores__sports,-0.0016021729
nasdaq,stockprice,phase2,scores__travel_adventure,0.002211094
nasdaq,stockprice,phase2,scores__youth_student_life,-0.00027513504
nasdaq,stockprice,phase2,counts__tweet_count,-0.008605957
nasdaq,stockprice,phase2,counts__nlp_tweet_count,-0.003970146
nasdaq,stockprice,phase2,counts__tesla,-0.007258892
nasdaq,stockprice,phase2,counts__stock,0.003247738
nasdaq,stockprice,phase2,counts__market,0.0014061928
nasdaq,stockprice,phase2,counts__price,0.00031375885
nasdaq,stockprice,phase2,counts__profit,0.0
nasdaq,stockprice,phase2,counts__loss,0.0
nasdaq,stockprice,phase2,counts__revenue,-0.002240181
nasdaq,stockprice,phase2,counts__inflation,0.0033211708
nasdaq,stockprice,phase2,counts__interest,0.0002503395
nasdaq,stockprice,phase2,counts__bitcoin,5.9127808e-05
nasdaq,stockprice,phase2,counts__dogecoin,-0.00010061264
nasdaq,stockprice,phase2,counts__crypto,-0.00030231476
nasdaq,stockprice,phase2,counts__ethereum,-0.0055384636
nasdaq,stockprice,phase2,counts__spacex,-0.003045559
nasdaq,stockprice,phase2,counts__model,-0.0024089813
nasdaq,stockprice,phase2,counts__cybertruck,-0.0006914139
nasdaq,stockprice,phase2,counts__starship,0.0012431145
nasdaq,stockprice,phase2,counts__buy,-0.000767231
nasdaq,stockprice,phase2,counts__sell,0.0015187263
nasdaq,stockprice,phase2,counts__likeCount,0.011161804
nasdaq,stockprice,phase2,counts__quoteCount,8.9645386e-05
nasdaq,stockprice,phase2,counts__retweetCount,0.013203621
nasdaq,stockprice,phase2,counts__replyCount,-0.013047218
nasdaq,stockprice,phase2,scores__neg,-0.010521889
nasdaq,stockprice,phase2,scores__neu,0.029362679
nasdaq,stockprice,phase2,scores__pos,-0.0072660446
nasdaq,stockprice,phase2,scores__anger,-0.071285725
nasdaq,stockprice,phase2,scores__disgust,0.0057759285
nasdaq,stockprice,phase2,scores__fear,0.0030589104
nasdaq,stockprice,phase2,scores__joy,-4.8160553e-05
nasdaq,stockprice,phase2,scores__neutral,0.05008936
nasdaq,stockprice,phase2,scores__sadness,0.061575413
nasdaq,stockprice,phase2,scores__surprise,0.0360713
nasdaq,stockprice,phase2,scores__news_social_concern,0.07167673
nasdaq,stockprice,phase2,binary__no_tweets,0.001054287
nasdaq,stockprice,phase3,scores__Extroversion,-0.0100746155
nasdaq,stockprice,phase3,scores__Neuroticism,0.0033779144
nasdaq,stockprice,phase3,scores__Agreeableness,-0.0009703636
nasdaq,stockprice,phase3,scores__Conscientiousness,0.011630058
nasdaq,stockprice,phase3,scores__Openness,-0.0069704056
nasdaq,stockprice,phase3,scores__arts_culture,-0.0067076683
nasdaq,stockprice,phase3,scores__business_entrepreneurs,-0.010983467
nasdaq,stockprice,phase3,scores__celebrity_pop_culture,0.029210567
nasdaq,stockprice,phase3,scores__diaries_daily_life,0.0018978119
nasdaq,stockprice,phase3,scores__family,-0.008565903
nasdaq,stockprice,phase3,scores__fashion_style,-0.006222248
nasdaq,stockprice,phase3,scores__film_tv_video,-0.059038162
nasdaq,stockprice,phase3,scores__fitness_&_health,0.0035529137
nasdaq,stockprice,phase3,scores__food_&_dining,0.003947735
nasdaq,stockprice,phase3,scores__gaming,0.013001919
nasdaq,stockprice,phase3,scores__learning_educational,-0.011965275
nasdaq,stockprice,phase3,scores__music,-0.027971745
nasdaq,stockprice,phase3,scores__other_hobbies,-0.023150444
nasdaq,stockprice,phase3,scores__relationships,0.0069117546
nasdaq,stockprice,phase3,scores__science_technology,-0.045020103
nasdaq,stockprice,phase3,scores__sports,-0.013597488
nasdaq,stockprice,phase3,scores__travel_adventure,0.010317326
nasdaq,stockprice,phase3,scores__youth_student_life,0.0051989555
nasdaq,stockprice,phase3,counts__tweet_count,-0.03158903
nasdaq,stockprice,phase3,counts__nlp_tweet_count,-0.0034575462
nasdaq,stockprice,phase3,counts__tesla,-0.028291702
nasdaq,stockprice,phase3,counts__stock,-0.0022115707
nasdaq,stockprice,phase3,counts__market,-0.015918732
nasdaq,stockprice,phase3,counts__price,0.009732246
nasdaq,stockprice,phase3,counts__profit,0.02299881
nasdaq,stockprice,phase3,counts__loss,-0.0023908615
nasdaq,stockprice,phase3,counts__revenue,-0.0057992935
nasdaq,stockprice,phase3,counts__inflation,-0.0021543503
nasdaq,stockprice,phase3,counts__interest,0.0047826767
nasdaq,stockprice,phase3,counts__bitcoin,0.00055646896
nasdaq,stockprice,phase3,counts__dogecoin,0.0
nasdaq,stockprice,phase3,counts__crypto,-0.0039510727
nasdaq,stockprice,phase3,counts__ethereum,0.0
nasdaq,stockprice,phase3,counts__spacex,-0.010564804
nasdaq,stockprice,phase3,counts__model,0.0026021004
nasdaq,stockprice,phase3,counts__cybertruck,0.0029244423
nasdaq,stockprice,phase3,counts__starship,-0.006348133
nasdaq,stockprice,phase3,counts__buy,0.025235176
nasdaq,stockprice,phase3,counts__sell,-0.0042819977
nasdaq,stockprice,phase3,counts__likeCount,0.005359173
nasdaq,stockprice,phase3,counts__quoteCount,0.0014986992
nasdaq,stockprice,phase3,counts__retweetCount,0.0058555603
nasdaq,stockprice,phase3,counts__replyCount,0.0012354851
nasdaq,stockprice,phase3,scores__neg,-0.008256912
nasdaq,stockprice,phase3,scores__neu,-0.0068707466
nasdaq,stockprice,phase3,scores__pos,0.008997917
nasdaq,stockprice,phase3,scores__anger,0.0074796677
nasdaq,stockprice,phase3,scores__disgust,-0.045903683
nasdaq,stockprice,phase3,scores__fear,0.01869011
nasdaq,stockprice,phase3,scores__joy,0.007315159
nasdaq,stockprice,phase3,scores__neutral,0.0063357353
nasdaq,stockprice,phase3,scores__sadness,0.017555714
nasdaq,stockprice,phase3,scores__surprise,0.030173302
nasdaq,stockprice,phase3,scores__news_social_concern,-0.0479393
nasdaq,stockprice,phase3,binary__no_tweets,0.0
nasdaq,stockprice,phase4,scores__Extroversion,0.0036621094
nasdaq,stockprice,phase4,scores__Neuroticism,0.02637291
nasdaq,stockprice,phase4,scores__Agreeableness,-0.033906937
nasdaq,stockprice,phase4,scores__Conscientiousness,0.074560165
nasdaq,stockprice,phase4,scores__Openness,-0.035150528
nasdaq,stockprice,phase4,scores__arts_culture,0.0042057037
nasdaq,stockprice,phase4,scores__business_entrepreneurs,-0.09152603
nasdaq,stockprice,phase4,scores__celebrity_pop_culture,0.051286697
nasdaq,stockprice,phase4,scores__diaries_daily_life,-0.11170673
nasdaq,stockprice,phase4,scores__family,0.017402649
nasdaq,stockprice,phase4,scores__fashion_style,0.0028934479
nasdaq,stockprice,phase4,scores__film_tv_video,0.21768665
nasdaq,stockprice,phase4,scores__fitness_&_health,0.1548891
nasdaq,stockprice,phase4,scores__food_&_dining,0.0024356842
nasdaq,stockprice,phase4,scores__gaming,0.060350418
nasdaq,stockprice,phase4,scores__learning_educational,0.059078217
nasdaq,stockprice,phase4,scores__music,0.01620102
nasdaq,stockprice,phase4,scores__other_hobbies,-0.10337162
nasdaq,stockprice,phase4,scores__relationships,-0.04994774
nasdaq,stockprice,phase4,scores__science_technology,0.04665184
nasdaq,stockprice,phase4,scores__sports,-0.1541462
nasdaq,stockprice,phase4,scores__travel_adventure,0.009358406
nasdaq,stockprice,phase4,scores__youth_student_life,-0.0117845535
nasdaq,stockprice,phase4,counts__tweet_count,0.03727913
nasdaq,stockprice,phase4,counts__nlp_tweet_count,0.0040836334
nasdaq,stockprice,phase4,counts__tesla,0.04106903
nasdaq,stockprice,phase4,counts__stock,0.07430935
nasdaq,stockprice,phase4,counts__market,-0.015266418
nasdaq,stockprice,phase4,counts__price,-0.0029354095
nasdaq,stockprice,phase4,counts__profit,-0.002664566
nasdaq,stockprice,phase4,counts__loss,-0.048761368
nasdaq,stockprice,phase4,counts__revenue,-0.0012044907
nasdaq,stockprice,phase4,counts__inflation,-0.018565178
nasdaq,stockprice,phase4,counts__interest,-0.0031843185
nasdaq,stockprice,phase4,counts__bitcoin,0.0
nasdaq,stockprice,phase4,counts__dogecoin,0.0
nasdaq,stockprice,phase4,counts__crypto,0.0
nasdaq,stockprice,phase4,counts__ethereum,0.0
nasdaq,stockprice,phase4,counts__spacex,0.0023374557
nasdaq,stockprice,phase4,counts__model,-0.023262978
nasdaq,stockprice,phase4,counts__cybertruck,-0.0053186417
nasdaq,stockprice,phase4,counts__starship,-0.007273674
nasdaq,stockprice,phase4,counts__buy,-0.014451981
nasdaq,stockprice,phase4,counts__sell,0.0005617142
nasdaq,stockprice,phase4,counts__likeCount,-0.01661396
nasdaq,stockprice,phase4,counts__quoteCount,0.008295059
nasdaq,stockprice,phase4,counts__retweetCount,0.023760796
nasdaq,stockprice,phase4,counts__replyCount,-0.03122902
nasdaq,stockprice,phase4,scores__neg,-0.0014505386
nasdaq,stockprice,phase4,scores__neu,0.09172821
nasdaq,stockprice,phase4,scores__pos,0.08258629
nasdaq,stockprice,phase4,scores__anger,-0.04097271
nasdaq,stockprice,phase4,scores__disgust,0.14694118
nasdaq,stockprice,phase4,scores__fear,0.029492378
nasdaq,stockprice,phase4,scores__joy,-0.16729164
nasdaq,stockprice,phase4,scores__neutral,-0.09875584
nasdaq,stockprice,phase4,scores__sadness,-0.031467438
nasdaq,stockprice,phase4,scores__surprise,-0.012827873
nasdaq,stockprice,phase4,scores__news_social_concern,0.026395798
nasdaq,stockprice,phase4,binary__no_tweets,0.0
nasdaq,volatility,full,scores__Extroversion,-0.0050907135
nasdaq,volatility,full,scores__Neuroticism,-0.005306244
nasdaq,volatility,full,scores__Agreeableness,-0.0031871796
nasdaq,volatility,full,scores__Conscientiousness,-0.005470276
nasdaq,volatility,full,scores__Openness,-0.0019035339
nasdaq,volatility,full,scores__arts_culture,-0.012693405
nasdaq,volatility,full,scores__business_entrepreneurs,-0.007839203
nasdaq,volatility,full,scores__celebrity_pop_culture,-0.0028419495
nasdaq,volatility,full,scores__diaries_daily_life,-0.0032634735
nasdaq,volatility,full,scores__family,-0.0026798248
nasdaq,volatility,full,scores__fashion_style,-0.005554199
nasdaq,volatility,full,scores__film_tv_video,-0.010511398
nasdaq,volatility,full,scores__fitness_&_health,0.027435303
nasdaq,volatility,full,scores__food_&_dining,0.05339241
nasdaq,volatility,full,scores__gaming,-0.0088272095
nasdaq,volatility,full,scores__learning_educational,0.04407692
nasdaq,volatility,full,scores__music,0.028985977
nasdaq,volatility,full,scores__other_hobbies,0.0011425018
nasdaq,volatility,full,scores__relationships,0.07725716
nasdaq,volatility,full,scores__science_technology,0.032636642
nasdaq,volatility,full,scores__sports,0.0735302
nasdaq,volatility,full,scores__travel_adventure,-0.0014038086
nasdaq,volatility,full,scores__youth_student_life,-0.008651733
nasdaq,volatility,full,counts__tweet_count,0.0045833588
nasdaq,volatility,full,counts__nlp_tweet_count,-0.016450882
nasdaq,volatility,full,counts__tesla,-0.013721466
nasdaq,volatility,full,counts__stock,0.0026607513
nasdaq,volatility,full,counts__market,0.003993988
nasdaq,volatility,full,counts__price,0.0016384125
nasdaq,volatility,full,counts__profit,0.001127243
nasdaq,volatility,full,counts__loss,-0.012248993
nasdaq,volatility,full,counts__revenue,-0.05586624
nasdaq,volatility,full,counts__inflation,0.018138885
nasdaq,volatility,full,counts__interest,0.01902771
nasdaq,volatility,full,counts__bitcoin,-1.5258789e-05
nasdaq,volatility,full,counts__dogecoin,-0.0005264282
nasdaq,volatility,full,counts__crypto,-0.0034370422
nasdaq,volatility,full,counts__ethereum,0.0
nasdaq,volatility,full,counts__spacex,-0.006767273
nasdaq,volatility,full,counts__model,-2.0980835e-05
nasdaq,volatility,full,counts__cybertruck,0.003976822
nasdaq,volatility,full,counts__starship,0.0015678406
nasdaq,volatility,full,counts__buy,-0.0036716461
nasdaq,volatility,full,counts__sell,0.010303497
nasdaq,volatility,full,counts__likeCount,0.06207657
nasdaq,volatility,full,counts__quoteCount,0.0098667145
nasdaq,volatility,full,counts__retweetCount,-0.02025032
nasdaq,volatility,full,counts__replyCount,0.0153541565
nasdaq,volatility,full,scores__neg,0.0055732727
nasdaq,volatility,full,scores__neu,0.0039310455
nasdaq,volatility,full,scores__pos,0.015287399
nasdaq,volatility,full,scores__anger,0.12656784
nasdaq,volatility,full,scores__disgust,-0.046409607
nasdaq,volatility,full,scores__fear,-0.0030021667
nasdaq,volatility,full,scores__joy,-0.006450653
nasdaq,volatility,full,scores__neutral,-0.0010375977
nasdaq,volatility,full,scores__sadness,0.023571014
nasdaq,volatility,full,scores__surprise,0.0023345947
nasdaq,volatility,full,scores__news_social_concern,-0.10081673
nasdaq,volatility,full,binary__no_tweets,0.002090454
nasdaq,volatility,phase1,scores__Extroversion,-0.05041504
nasdaq,volatility,phase1,scores__Neuroticism,-0.21694183
nasdaq,volatility,phase1,scores__Agreeableness,-0.16519165
nasdaq,volatility,phase1,scores__Conscientiousness,0.52534866
nasdaq,volatility,phase1,scores__Openness,0.44404602
nasdaq,volatility,phase1,scores__arts_culture,0.6284027
nasdaq,volatility,phase1,scores__business_entrepreneurs,0.25981522
nasdaq,volatility,phase1,scores__celebrity_pop_culture,0.036174774
nasdaq,volatility,phase1,scores__diaries_daily_life,-0.32744598
nasdaq,volatility,phase1,scores__family,-0.20962906
nasdaq,volatility,phase1,scores__fashion_style,1.0351601
nasdaq,volatility,phase1,scores__film_tv_video,-0.2475586
nasdaq,volatility,phase1,scores__fitness_&_health,5.2589874
nasdaq,volatility,phase1,scores__food_&_dining,0.060050964
nasdaq,volatility,phase1,scores__gaming,-0.10069275
nasdaq,volatility,phase1,scores__learning_educational,-0.5762863
nasdaq,volatility,phase1,scores__music,-0.58932114
nasdaq,volatility,phase1,scores__other_hobbies,-0.22547913
nasdaq,volatility,phase1,scores__relationships,0.33794403
nasdaq,volatility,phase1,scores__science_technology,-0.4515953
nasdaq,volatility,phase1,scores__sports,0.12108612
nasdaq,volatility,phase1,scores__travel_adventure,-2.1500435
nasdaq,volatility,phase1,scores__youth_student_life,0.59869766
nasdaq,volatility,phase1,counts__tweet_count,-0.013057709
nasdaq,volatility,phase1,counts__nlp_tweet_count,-0.0015144348
nasdaq,volatility,phase1,counts__tesla,0.018424988
nasdaq,volatility,phase1,counts__stock,0.0
nasdaq,volatility,phase1,counts__market,0.0
nasdaq,volatility,phase1,counts__price,0.0338974
nasdaq,volatility,phase1,counts__profit,0.0
nasdaq,volatility,phase1,counts__loss,0.0
nasdaq,volatility,phase1,counts__revenue,0.0
nasdaq,volatility,phase1,counts__inflation,0.0
nasdaq,volatility,phase1,counts__interest,0.0
nasdaq,volatility,phase1,counts__bitcoin,0.0
nasdaq,volatility,phase1,counts__dogecoin,0.0
nasdaq,volatility,phase1,counts__crypto,0.0
nasdaq,volatility,phase1,counts__ethereum,0.0
nasdaq,volatility,phase1,counts__spacex,0.006778717
nasdaq,volatility,phase1,counts__model,0.018756866
nasdaq,volatility,phase1,counts__cybertruck,0.0
nasdaq,volatility,phase1,counts__starship,0.0
nasdaq,volatility,phase1,counts__buy,-0.012905121
nasdaq,volatility,phase1,counts__sell,0.031490326
nasdaq,volatility,phase1,counts__likeCount,-0.1251564
nasdaq,volatility,phase1,counts__quoteCount,0.20114517
nasdaq,volatility,phase1,counts__retweetCount,-0.052856445
nasdaq,volatility,phase1,counts__replyCount,1.319004
nasdaq,volatility,phase1,scores__neg,-1.4269257
nasdaq,volatility,phase1,scores__neu,-0.43175507
nasdaq,volatility,phase1,scores__pos,0.23114777
nasdaq,volatility,phase1,scores__anger,-0.36177063
nasdaq,volatility,phase1,scores__disgust,0.8124466
nasdaq,volatility,phase1,scores__fear,-0.27371597
nasdaq,volatility,phase1,scores__joy,0.17443085
nasdaq,volatility,phase1,scores__neutral,-0.2566681
nasdaq,volatility,phase1,scores__sadness,-0.010139465
nasdaq,volatility,phase1,scores__surprise,0.18075943
nasdaq,volatility,phase1,scores__news_social_concern,-0.015644073
nasdaq,volatility,phase1,binary__no_tweets,0.1896553
nasdaq,volatility,phase2,scores__Extroversion,-0.4647255
